Which Card?,Month,entertainment,food,household,pet,pet-medical,kid,kid-medical,travel,utilities,gift,charity,find-detail,ignore,fixed-insurance
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Costco Visa,"""March 2017""",$447.24 ,$727.38 ,$137.96 ,$8.95 ,$21.37 ,"$3,404.32 ",,,$59.99 ,$5.99 ,$100 ,$55.51 ,"($1,234.78)",$305 
